"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","1","Unnamed Road, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2600,1885,3585
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","2","9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2586,1869,3576
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","3","15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2362,1659,3361
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","4","SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1965,1316,2933
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","5","Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2272,1514,3407
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","6","0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2758,1887,4030
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","7","Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2029,1341,3069
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","8","100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1671,1075,2595
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","9","Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2007,1342,2999
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","10","HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1400,921,2126
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","11","Vidyaranyapura Road, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2216,1552,3163
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","12","5th Main Singapura Layout, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2564,1849,3555
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","13","0 8th Cross Road, Yelahanka, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1928,1317,2820
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","14","Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2303,1655,3204
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","15","0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1670,1079,2583
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","16","Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1587,999,2519
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","17","GKVK Road, Vignana Kendra, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2599,1879,3594
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","18","1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2500,1794,3482
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","19","3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2439,1752,3393
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","20","0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli","1/1/2018 - 1/31/2018, Every day, Daily Average",3036,2270,4060
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","21","Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2689,1924,3757
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","22","Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2287,1602,3262
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","23","300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1829,1276,2621
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","24","0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2176,1522,3110
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","25","0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1877,1281,2749
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","26","700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2116,1443,3102
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","27","Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2089,1389,3141
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","28","0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2559,1827,3582
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","29","Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2141,1509,3037
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","30","Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2774,2044,3763
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","31","3rd Main, Shetty Halli, Jalahalli West, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2898,2142,3919
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","32","Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2843,1999,4042
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","33","0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2670,1850,3853
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","34","Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2739,1877,3994
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","35","400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2794,2062,3785
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","36","2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2987,2276,3919
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","37","6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2761,2028,3758
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","38","Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2405,1578,3663
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","39","0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2396,1711,3354
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","40","500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1846,1269,2683
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","41","Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1965,1396,2763
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","42","0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2111,1481,3007
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","43","Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2208,1568,3108
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","44","100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2227,1548,3202
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","45","94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1207,739,1969
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","46","500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2174,1492,3166
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","47","18, Malleshwaram West, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1626,1113,2374
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","48","0 DB Street, M V Block, Guttahalli, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1027,614,1715
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","49","49, Malleshwaram West, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1395,923,2108
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","50","2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1759,1234,2507
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","51","0 2nd Cross Road, Srirampura, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1606,1080,2387
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","52","400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1927,1311,2830
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","53","0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1885,1286,2762
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","54","Unnamed Road, Sanjaynagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1447,899,2326
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","55","Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1437,901,2290
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","56","Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2046,1401,2987
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","57","557, Dinnur, Hebbal, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1758,1185,2607
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","58","Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1345,830,2178
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","59","300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1444,954,2184
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","60","400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1779,1228,2575
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","61","1085, Shampura, Kaval Bairasandra, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1895,1287,2789
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","62","null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1594,1048,2422
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","63","100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1755,1223,2518
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","64","0 Davis Road, Sagayapura, Richards Town, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1212,831,1766
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","65","Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1400,975,2008
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","66","0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",928,602,1429
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","67","creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",2275,1644,3147
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","68","SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1798,1232,2623
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","69","800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1793,1202,2673
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","70","MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1448,958,2187
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","71","300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1651,1128,2415
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","72","0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1768,1215,2572
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","73","0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1401,968,2027
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","74","Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1218,828,1791
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","75","Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",977,640,1490
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","76","0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1380,885,2150
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","77","C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1435,910,2261
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","78","Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1293,830,2013
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","79","Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",913,567,1467
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","80","25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",933,570,1525
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","81","Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",903,578,1410
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","82","0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",420,185,949
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","83","0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1464,999,2144
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","84","1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",972,595,1585
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","85","Kensington Road, Ulsoor, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",393,149,1035
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","86","0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",666,395,1122
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","87","Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",904,539,1516
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","88","0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",816,483,1378
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",339,176,651
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","90","0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",758,473,1214
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","91","Intermediate Ring Road, Ejipura, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",609,248,1495
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","92","100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",588,338,1021
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","93","Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",605,363,1005
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","94","0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",340,129,894
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","95","0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",722,410,1268
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","96","0 DK Lane, Anchepet, Chickpet, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",681,402,1152
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","97","200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1418,934,2151
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","98","0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1485,1001,2201
"89","0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru","99","U/65/1, Malleshwaram West, Bengaluru","1/1/2018 - 1/31/2018, Every day, Daily Average",1413,952,2095
